1582310,頭,あたま
1217730,顔,かお
1604890,目,め
1317170,耳,みみ
1486720,鼻,はな
1275640,口,くち
1313000,歯,は
1592270,,くび
1258950,肩,かた
1237820,胸,むね
1562850,腕,うで
1327190,手,て
1309650,指,ゆび
1472800,背中,せなか
1002610,お腹,おなか
1404630,足,あし
1487320,膝,ひざ
1404840,足首,あしくび
1477950,髪,かみ
1207560,顎,あご
1584160,頬,ほお
1207510,額,ひたい
1387010,舌,した
