1580640,人,ひと,person
1582670,二人,ふたり,two people
1311110,私,わたし,"I,myself"
1002590,お父さん,おとうさん,(honorable) father
1002650,お母さん,おかあさん,(honorable) mother
1001830,お兄さん,おにいさん,(honorable) older brother
1001990,お姉さん,おねえさん,(honorable) older sister
1581930,弟,おとうと,younger brother
1524590,妹,いもうと,(humble) younger sister
1002320,,おじいさん,"grandfather, male senior citizen"
1002330,,おばあさん,"grandmother, female senior-citizen"
2261490,,おじさん,"uncle, middle aged gentleman"
2261500,,おばさん,Aunt
1602710,両親,りょうしん,both parents
1002120,,おまわりさん,friendly term for policeman
1151260,悪い,わるい,bad
1604230,丸い,まるい,"round,circular"
1604230,円い,まるい,"round,circular"
1153520,飴,あめ,candy
1153670,安い,やすい,cheap
1156800,意味,いみ,meaning
1157000,,やさしい,"easy, simple"
1157070,,いす,chair
1157170,,する,to do
1587040,言う,いう,to say
1591110,聞く,きく,"to hear, to listen to, to ask"
1586270,開く,あく,"to open, to become open"
1597040,立つ,たつ,to stand
1597890,作る,つくる,to make
1598550,出かける,でかける,to go out
1589600,終る,おわる,to finish
1589500,降りる,おりる,"to get off, to descend"
1588120,歌う,うたう,to sing
1586330,朝ご飯,あさごはん,breakfast
1578850,行く,いく,to go
1158880,違う,ちがう,to differ
1169250,引く,ひく,to pull
1169870,飲む,のむ,to drink
1198180,会う,あう,to meet
1202450,開ける,あける,to open
1206050,覚える,おぼえる,to remember
1159980,医者,いしゃ,medical doctor
1160790,一,いち,one
1160820,一つ,ひとつ,one
1162130,一月,ひとつき,one month
1163400,一緒,いっしょ,together
1163940,,ちょっと,somewhat
1165970,,いちばん,"best, first"
1171010,右,みぎ,right side
1171900,雨,あめ,rain
1173720,映画,えいが,movie
1173750,映画館,えいがかん,cinema
1174340,泳ぐ,およぐ,to swim
1174420,英語,えいご,English language
1175140,駅,えき,station
1001710,お菓子,おかし,"sweets, candy"
1001820,お金,おかね,money
1002430,お茶,おちゃ,green tea
1177800,遠い,とおい,far
1178590,鉛筆,えんぴつ,pencil
1178940,汚い,きたない,Dirty
1179330,奥さん,おくさん,(honorable) wife
1180470,押す,おす,"to push, to stamp something"
1180570,横,よこ,"beside,side,width"
1182030,黄色い,きいろい,yellow
1182880,,ボタン,button
1183300,温い,ぬるい,luke warm
1183720,音楽,おんがく,Music
1184140,下,した,Below
1184270,,ください,Please
1185200,下手,へた,unskillful
1188760,,いつ,when
1188890,,いつも,always
1189130,,どうぞ,please
1189360,,どちら,which of two
1189360,,どっち,which
1189370,,どなた,who
1000320,,あそこ,over there
1000430,,あの,um...
1001140,,ええ,yes
1004500,,こちら,this person or way
