1531570,名詞,めいし
1250430,形容詞,けいようし
1451380,動詞,どうし
1505090,文,ぶん
1556590,例文,れいぶん
1417330,単語,たんご
1264420,言語,げんご
1489700,表情,ひょうじょう
1297960,作文,さくぶん
