1000730,,いけない,"must not do,bad,wrong,not good"
1000920,,いらっしゃい,welcome
1001560,,おや,parents
1002290,,おまえ,"(fam) you (sing),presence (of a high personage)"
1002450,,おしゃべり,"chattering,talk,idle talk"
1002610,お腹,おなか,stomach
1002970,,かもしれない,"may,might,perhaps,may be,possibly"
1003170,,がっかり,"feel disappointed,be dejected,lose heart"
1003400,,きちんと,"precisely,accurately"
1003450,,きつい,"tight,close,intense"
1004060,,ぐっすり,"sound asleep,fast asleep"
1004830,,これら,these
1004890,,こんなに,"so,like this,in this way"
1005210,,さっぱり,"feeling refreshed,feeling relieved,neat,trimmed"
1005390,,ざっと,"roughly,in round numbers"
1005480,,しきりに,"frequently,repeatedly,incessantly,eagerly"
1005600,仕舞った,しまった,Damn it!
1005870,,じっと,"fixedly,firmly,patiently,quietly"
1006380,,ずっと,"consecutively,throughout,a lot"
1006790,,そっくり,"all,altogether,entirely,be just like,the splitting image of"
1006810,,そっと,face of the earth
1006930,,そのうち,"eventually,sooner or later,of the previously mentioned"
1007010,,それとも,"or,or else"
1007230,,たった,"free of charge,mere,sole,only,usual,common"
1007240,,たっぷり,"full,in plenty,ample"
1007370,,だけど,however
1007720,,ちゃんと,"perfectly,properly,exactly"
1008430,,ですから,therefore
1008570,,ところが,"however,while,even if"
1008790,,とんでもない,"unexpected,offensive,What a thing to say!,No way!"
1009330,,どんな,"what,what kind of"
1009340,,どんなに,"how,how much"
1009410,,なぜなら,because
1010050,,のんびり,"carefree,at leisure"
1010900,,ぴったり,"exactly,neatly,sharp"
1011920,,ぼんやり,"absent-minded,block-head,dim,faint,vague"
1012050,,まあ,(female) you might say
1012730,,やがて,"before long,soon,at length"
1013980,,アイスクリーム,ice cream
1014590,,アイロン,(electric) iron
1014680,,アウト,out
1019450,,アルバム,album
1022210,,インク,ink
1025140,,ウイスキー,whisky
1029430,,エネルギー,(n) energy (de: Energie)
1030950,,エンジン,engine
1032390,,オーバー,"(1) overcoat,(2) over"
1034660,,オフィス,office
1036170,,カー,car
1036400,,カード,"card,curd"
1041850,,キャプテン,captain
1042200,,キャンプ,camp
1044020,,クラシック,classic(s)
1044480,,クリーム,cream
1044830,,クリスマス,Christmas
1046430,,グラス,"(1) glass,(2) grass"
1046840,,グランド,"gland,grand,(electrical) ground"
1047300,,グループ,group
1047880,,ケース,case
1048400,,ゲーム,game
1048910,,コーチ,coach
1049010,,コード,"code,cord,chord"
1054230,,ゴール,goal
1055000,,サービス,"(1) service,support system,(2) goods or services without charge"
1056230,,サイン,"(1) autograph,(2) sign,(3) sine"
1064120,,ジーンズ,jeans
1064250,ジェット機,ジェットき,jet aeroplane
1065950,,ジュース,"juice,soft drink,deuce"
1067040,,スープ,(Western) soup
1067210,,スイッチ,switch
1067770,,スキー,skiing
1068770,,スケート,"skate(s),skating"
1069210,,スター,star
1069520,,スタイル,style
1069930,,スタンド,stand
1072260,,スピーチ,speech
1074600,,セット,set
1075040,,センター,a center
